"","camis","dba","boro","building","street","zipcode","phone","x","address"
"7902",41482302,"MCDONALD'S","MANHATTAN",490,"8 AVENUE",10001,2129470771,11,"490,8 AVENUE,NY"
"7903",40366379,"BLARNEY ROCK","MANHATTAN",137,"WEST   33 STREET",10001,2129470825,23,"137,WEST   33 STREET,NY"
"7904",40931625,"COSI","MANHATTAN",498,"7 AVENUE",10018,2129471005,29,"498,7 AVENUE,NY"
"7905",40785901,"TOBACCO ROAD","MANHATTAN",355,"WEST   41 STREET",10036,2129471188,51,"355,WEST   41 STREET,NY"
"7906",40886675,"CANARD INC","MANHATTAN",503,"WEST   43 STREET",10036,2129471561,19,"503,WEST   43 STREET,NY"
"7907",40373656,"KEENS STEAKHOUSE","MANHATTAN",72,"WEST 36th STREET",10018,2129473636,16,"72,WEST 36th STREET,NY"
"7908",40697311,"STARBUCKS","MANHATTAN",494,"8 AVENUE",10001,2129473860,16,"494,8 AVENUE,NY"
"7909",40993654,"HELLS KITCHEN CAFE/HK LOUNGE","MANHATTAN",523,"9 AVENUE",10018,2129474208,53,"523,9 AVENUE,NY"
"7910",41169306,"JAMBA JUICE","MANHATTAN",625,"8 AVENUE",10018,2129475105,16,"625,8 AVENUE,NY"
"7911",50008635,"MANGANARO'S HERO BOY","MANHATTAN",494,"9TH AVE",10018,2129477325,38,"494,9TH AVE,NY"
"7912",40931929,"FRANKIE & JOHNNIE'S STEAKHOUSE","MANHATTAN",32,"WEST   37 STREET",10018,2129478940,7,"32,WEST   37 STREET,NY"
"7913",41655484,"CANAAN SUSHI","MANHATTAN",154,"WEST   29 STREET",10001,2129479293,23,"154,WEST   29 STREET,NY"
"7914",41475994,"HAMPTON INN-HERALD SQUARE","MANHATTAN",116,"WEST   31 STREET",10001,2129479700,28,"116,WEST   31 STREET,NY"
"7915",41700988,"44TH STREET MINAR","MANHATTAN",160,"EAST   44 STREET",10017,2129490245,19,"160,EAST   44 STREET,NY"
"7916",40722659,"STARBUCKS","MANHATTAN",150,"EAST   42 STREET",10017,2129494122,8,"150,EAST   42 STREET,NY"
"7917",40670353,"DUKE'S","MANHATTAN",560,"3 AVENUE",10016,2129495400,35,"560,3 AVENUE,NY"
"7918",50019060,"EAST PALACE","MANHATTAN",819,"2ND AVE",10017,2129497708,20,"819,2ND AVE,NY"
"7919",50035995,"BABU JI","MANHATTAN",175,"AVENUE B",10009,2129511082,5,"175,AVENUE B,NY"
"7920",50000593,"HK BOXERS NYC","MANHATTAN",742,"9TH AVE",10019,2129511518,32,"742,9TH AVE,NY"
"7921",50033956,"DJ PIZZA","MANHATTAN",120,"E 34TH ST",10016,2129517075,9,"120,E 34TH ST,NY"
"7922",41515513,"PARK AVENUE SPRING","MANHATTAN",360,"PARK AVENUE SOUTH",10010,2129517111,20,"360,PARK AVENUE SOUTH,NY"
"7923",41124964,"NEBRASKA STEAKHOUSE","MANHATTAN",15,"STONE STREET",10004,2129520620,27,"15,STONE STREET,NY"
"7924",41477460,"NO 1 CHINESE RESTAURANT","MANHATTAN",10,"SOUTH WILLIAM STREET",10004,2129520890,35,"10,SOUTH WILLIAM STREET,NY"
"7925",50000153,"THE BEST OF NEW YORK FOOD","MANHATTAN",150,"WATER ST",10005,2129521890,30,"150,WATER ST,NY"
"7926",41178713,"FINANCIER PATISSERIE","MANHATTAN",10,"LIBERTY STREET",10005,2129523838,14,"10,LIBERTY STREET,NY"
"7927",40737995,"AU BON PAIN","MANHATTAN",80,"PINE STREET",10005,2129529007,14,"80,PINE STREET,NY"
"7928",40733009,"THE CAMPBELL APARTMENT - IN GRAND CENTRAL","MANHATTAN",15,"VANDERBILT AVENUE",10017,2129530409,23,"15,VANDERBILT AVENUE,NY"
"7929",40814124,"STARBUCKS","MANHATTAN",360,"LEXINGTON AVENUE",10017,2129531662,5,"360,LEXINGTON AVENUE,NY"
"7930",41046726,"CAPITAL GRILLE","MANHATTAN",155,"EAST   42 STREET",10017,2129532000,25,"155,EAST   42 STREET,NY"
"7931",40542427,"SAKA GURA","MANHATTAN",211,"EAST   43 STREET",10017,2129537253,35,"211,EAST   43 STREET,NY"
"7932",41677480,"PUNJABI TADKA KABAB","MANHATTAN",688,"10 AVENUE",10019,2129560185,43,"688,10 AVENUE,NY"
"7933",50013680,"VIVI BUBBLE TEA","MANHATTAN",607,"9TH AVE",10036,2129560288,4,"607,9TH AVE,NY"
"7934",40662783,"SUGIYAMA RESTAURANT","MANHATTAN",251,"WEST   55 STREET",10019,2129560670,11,"251,WEST   55 STREET,NY"
"7935",41504624,"THE ORIGINAL SOUPMAN","MANHATTAN",259,"WEST   55 STREET",10019,2129560900,10,"259,WEST   55 STREET,NY"
"7936",40604932,"DELTA GRILL","MANHATTAN",700,"9 AVENUE",10036,2129560934,13,"700,9 AVENUE,NY"
"7937",41360615,"LENWICH","MANHATTAN",940,"8 AVENUE",10019,2129561080,17,"940,8 AVENUE,NY"
"7938",41379441,"ED'S CHOWDER HOUSE","MANHATTAN",44,"WEST   63 STREET",10023,2129561288,15,"44,WEST   63 STREET,NY"
"7939",50042176,"OCEAN PRIME","MANHATTAN",123,"W 52ND ST",10019,2129561404,2,"123,W 52ND ST,NY"
"7940",41654556,"FPB  BAKERY","MANHATTAN",1775,"BROADWAY",10019,2129561775,21,"1775,BROADWAY,NY"
"7941",50041989,"MENTOKU","MANHATTAN",744,"9TH AVE",10019,2129561784,8,"744,9TH AVE,NY"
"7942",41235443,"NIZZA","MANHATTAN",628,"9 AVENUE",10036,2129561800,5,"628,9 AVENUE,NY"
"7943",41704556,"HAVANA SOCIAL","MANHATTAN",688,"10 AVENUE",10019,2129562155,13,"688,10 AVENUE,NY"
"7944",50041331,"SAKE BAR HAGI 46","MANHATTAN",358,"W 46TH ST",10036,2129562429,1,"358,W 46TH ST,NY"
"7945",40392690,"GABRIEL'S BAR & GRILL","MANHATTAN",11,"WEST   60 STREET",10023,2129562609,5,"11,WEST   60 STREET,NY"
"7946",41405535,"TWO BOOTS","MANHATTAN",625,"9 AVENUE",10036,2129562668,30,"625,9 AVENUE,NY"
"7947",50008092,"STARBUCKS","MANHATTAN",666,"5TH AVE",10103,2129562795,2,"666,5TH AVE,NY"
"7948",50001837,"THE PENINSULA NEW YORK/ CLEMENT/ THE GOTHAM LOUNGE/ SALON DE NING","MANHATTAN",700,"FIFTH AVE",10019,2129562888,18,"700,FIFTH AVE,NY"
"7949",41400100,"EMPIRE HOTEL ROOFTOP","MANHATTAN",44,"WEST   63 STREET",10023,2129563313,20,"44,WEST   63 STREET,NY"
"7950",41388576,"MAMA'S PIZZA CAFE","MANHATTAN",705,"8 AVENUE",10036,2129563400,26,"705,8 AVENUE,NY"
"7951",41134212,"JAMBA JUICE","MANHATTAN",1381,"6 AVENUE",10019,2129563719,31,"1381,6 AVENUE,NY"
"7952",50044976,"FRESH FROM HELL","MANHATTAN",326,"W 47TH ST",10036,2129564355,1,"326,W 47TH ST,NY"
"7953",40400702,"ELLEN'S STARDUST DINER","MANHATTAN",1650,"BROADWAY",10019,2129565151,30,"1650,BROADWAY,NY"
"7954",41706406,"TANG PAVILION","MANHATTAN",65,"WEST   55 STREET",10019,2129566888,35,"65,WEST   55 STREET,NY"
"7955",50034972,"DREAM LOUNGE","MANHATTAN",210,"W 55TH ST",10019,2129567020,2,"210,W 55TH ST,NY"
"7956",41506877,"AVA LOUNGE","MANHATTAN",210,"WEST   55 STREET",10019,2129567020,13,"210,WEST   55 STREET,NY"
"7957",40918997,"FAMOUS RAY'S PIZZA","MANHATTAN",736,"7 AVENUE",10019,2129567297,5,"736,7 AVENUE,NY"
"7958",40534810,"CROWN GOURMET DELI","MANHATTAN",1674,"BROADWAY",10019,2129568410,53,"1674,BROADWAY,NY"
"7959",41551369,"CHA PA'S VIETNAMESE EATERY","MANHATTAN",314,"WEST   52 STREET",10019,2129569300,41,"314,WEST   52 STREET,NY"
"7960",50007871,"YUM YUM BANGKOK 3","MANHATTAN",658,"9TH AVE",10036,2129569415,24,"658,9TH AVE,NY"
"7961",50008319,"POULETTE","MANHATTAN",790,"9TH AVE",10019,2129569488,15,"790,9TH AVE,NY"
"7962",41397330,"HORUS TOO","MANHATTAN",416,"WEST   46 STREET",10036,2129569661,27,"416,WEST   46 STREET,NY"
"7963",41220720,"SUSHI OF GARI 46","MANHATTAN",347,"WEST   46 STREET",10036,2129570046,23,"347,WEST   46 STREET,NY"
"7964",41319437,"IL CORSO RISTORANTE ITALIANO","MANHATTAN",54,"WEST   55 STREET",10019,2129571500,18,"54,WEST   55 STREET,NY"
"7965",41691166,"Rooftop 48","MANHATTAN",605,"WEST   48 STREET",10036,2129571800,19,"605,WEST   48 STREET,NY"
"7966",41716943,"STAGE 48","MANHATTAN",605,"WEST   48 STREET",10036,2129571800,13,"605,WEST   48 STREET,NY"
"7967",40798867,"POSH","MANHATTAN",405,"WEST   51 STREET",10019,2129572222,17,"405,WEST   51 STREET,NY"
"7968",40513164,"MCGEES PUB","MANHATTAN",240,"WEST   55 STREET",10019,2129573536,29,"240,WEST   55 STREET,NY"
"7969",50001124,"BRAZIL BRAZIL RESTUARANT","MANHATTAN",330,"WEST 46 STREET",10036,2129574300,21,"330,WEST 46 STREET,NY"
"7970",41628608,"LILLIE'S","MANHATTAN",249,"WEST   49 STREET",10019,2129574530,17,"249,WEST   49 STREET,NY"
"7971",41236763,"BOBBY VAN'S GRILL","MANHATTAN",135,"WEST   50 STREET",10020,2129575050,25,"135,WEST   50 STREET,NY"
"7972",41142467,"EMMETT O'LUNNEY'S IRISH PUB","MANHATTAN",210,"WEST   50 STREET",10019,2129575100,9,"210,WEST   50 STREET,NY"
"7973",41665255,"MCHALE'S BAR & GRILL","MANHATTAN",251,"West 51 St",10019,2129575138,24,"251,West 51 St,NY"
"7974",41312223,"FRESH & CO","MANHATTAN",200,"WEST   57 STREET",10019,2129575151,12,"200,WEST   57 STREET,NY"
"7975",40573964,"BREAD MARKET CAFE","MANHATTAN",1290,"6 AVENUE",10119,2129575677,26,"1290,6 AVENUE,NY"
"7976",41543893,"SONNIER & CASTLE FOOD","MANHATTAN",532,"WEST   46 STREET",10036,2129576481,21,"532,WEST   46 STREET,NY"
"7977",41344075,"SONNIER & CASTLE","MANHATTAN",554,"WEST   48 STREET",10036,2129576481,6,"554,WEST   48 STREET,NY"
"7978",41186947,"VINTNER CAFE","MANHATTAN",671,"9 AVENUE",10036,2129577500,40,"671,9 AVENUE,NY"
"7979",41230445,"LENWICH","MANHATTAN",613,"9 AVENUE",10036,2129577800,15,"613,9 AVENUE,NY"
"7980",50019120,"NEW TOPAZ","MANHATTAN",127,"W 56TH ST",10019,2129578020,32,"127,W 56TH ST,NY"
"7981",50001656,"LOL NEW YORK","MANHATTAN",300,"WEST 43RD STREET",10036,2129578358,11,"300,WEST 43RD STREET,NY"
"7982",41511125,"PINKBERRY","MANHATTAN",596,"9 AVENUE",10036,2129578440,6,"596,9 AVENUE,NY"
"7983",41359592,"THAILAND RESTAURANT","MANHATTAN",856,"10 AVENUE",10019,2129578818,16,"856,10 AVENUE,NY"
"7984",41289258,"PATRON MEXICAN GRILL","MANHATTAN",608,"9 AVENUE",10036,2129579050,30,"608,9 AVENUE,NY"
"7985",41246951,"P.J. CLARKE'S","MANHATTAN",44,"WEST   63 STREET",10023,2129579700,20,"44,WEST   63 STREET,NY"
"7986",50016995,"LA PULPERIA","MANHATTAN",371,"W 46TH ST",10036,2129603176,17,"371,W 46TH ST,NY"
"7987",50001086,"PIORA","MANHATTAN",430,"HUDSON STREET",10014,2129603801,11,"430,HUDSON STREET,NY"
"7988",50001697,"THE SWEET SHOP NYC","MANHATTAN",404,"E 73RD ST",10021,2129608685,7,"404,E 73RD ST,NY"
"7989",40526254,"DANIELLO'S PIZZERIA","MANHATTAN",70,"WEST   95 STREET",10025,2129610340,16,"70,WEST   95 STREET,NY"
"7990",41172855,"GABRIELA'S RESTAURANTE","MANHATTAN",688,"COLUMBUS AVENUE",10025,2129610574,36,"688,COLUMBUS AVENUE,NY"
"7991",50000905,"SUBWAY","MANHATTAN",2699,"BROADWAY",10025,2129610632,18,"2699,BROADWAY,NY"
"7992",41635946,"L Lounge","MANHATTAN",2131,"FREDERICK DOUGLASS BOULEVARD",10026,2129611010,13,"2131,FREDERICK DOUGLASS BOULEVARD,NY"
"7993",41426727,"AWASH ETHIOPIAN RESTAURANT","MANHATTAN",947,"AMSTERDAM AVENUE",10025,2129611416,37,"947,AMSTERDAM AVENUE,NY"
"7994",41629114,"YI ZHANG FISHBALL","MANHATTAN",9,"ELDRIDGE STREET",10002,2129616151,26,"9,ELDRIDGE STREET,NY"
"7995",41390593,"NASSAU BAR","MANHATTAN",118,"NASSAU STREET",10038,2129620011,16,"118,NASSAU STREET,NY"
"7996",41046488,"FRESH SALT","MANHATTAN",146,"BEEKMAN STREET",10038,2129620053,30,"146,BEEKMAN STREET,NY"
"7997",41123042,"FRIENDLY PIZZERIA","MANHATTAN",59,"NASSAU STREET",10038,2129620220,32,"59,NASSAU STREET,NY"
"7998",41366512,"STARBUCKS","MANHATTAN",130,"FULTON STREET",10038,2129620439,4,"130,FULTON STREET,NY"
"7999",40364443,"CRIMINAL COURT BLDG CAFETERIA","MANHATTAN",100,"CENTRE STREET",10013,2129621037,10,"100,CENTRE STREET,NY"
"8000",41481622,"MUSCLE MAKER GRILL","MANHATTAN",10,"MURRAY STREET",10007,2129621813,24,"10,MURRAY STREET,NY"
"8001",41629769,"LE BARON","MANHATTAN",32,"MULBERRY STREET",10013,2129622545,12,"32,MULBERRY STREET,NY"
"8002",50014308,"AAA BURRITO MARIACHI","MANHATTAN",189,"CHURCH ST",10007,2129625287,3,"189,CHURCH ST,NY"
"8003",40937073,"RUBEN'S EMPANADAS","MANHATTAN",64,"FULTON STREET",10038,2129625330,6,"64,FULTON STREET,NY"
"8004",41552184,"NOM WAH TEA PARLOR","MANHATTAN",13,"DOYERS STREET",10013,2129626047,33,"13,DOYERS STREET,NY"
"8005",41160885,"HOP LEE RESTARANT","MANHATTAN",16,"MOTT STREET",10013,2129626475,39,"16,MOTT STREET,NY"
"8006",41529681,"456 RESTAURANT","MANHATTAN",69,"MOTT STREET",10013,2129640003,41,"69,MOTT STREET,NY"
"8007",41521287,"WEST NEW MALAYSIA RESTAURANT","MANHATTAN",4648,"BOWERY",10013,2129640284,14,"4648,BOWERY,NY"
"8008",50035784,"BIG WONG RESTAURANT","MANHATTAN",67,"MOTT ST",10013,2129640540,32,"67,MOTT ST,NY"
"8009",50009774,"BIG WONG RESTAURANT","MANHATTAN",67,"MOTT STREET",10013,2129640540,35,"67,MOTT STREET,NY"
"8010",41175648,"TRINITY PLACE BAR & RESTAURANT","MANHATTAN",115,"BROADWAY",10006,2129640939,15,"115,BROADWAY,NY"
"8011",40369619,"MUDVILLE SALOON","MANHATTAN",126,"CHAMBERS STREET",10007,2129640946,22,"126,CHAMBERS STREET,NY"
"8012",41486672,"CHIPOTLE MEXICAN GRILL","MANHATTAN",101,"FULTON STREET",10038,2129641049,16,"101,FULTON STREET,NY"
"8013",50019113,"DEB'S CATERING","MANHATTAN",3,"MADISON ST",10038,2129641300,2,"3,MADISON ST,NY"
"8014",41686665,"NISH NUSH","MANHATTAN",88,"READE STREET",10013,2129641318,18,"88,READE STREET,NY"
"8015",50001303,"PRET A MANGER","MANHATTAN",319,"BROADWAY",10007,2129641614,4,"319,BROADWAY,NY"
"8016",41363296,"BOULEY","MANHATTAN",161163,"DUANE STREET",10013,2129642525,29,"161163,DUANE STREET,NY"
"8017",50005224,"Bouley Botanical","MANHATTAN",35,"WHITE ST",10013,2129642525,21,"35,WHITE ST,NY"
"8018",50000337,"MIRAMAR","MANHATTAN",21,"SOUTH END AVENUE",10280,2129643000,12,"21,SOUTH END AVENUE,NY"
"8019",40598699,"BIG ALS CHICAGO PIZZA","MANHATTAN",9,"THAMES STREET",10006,2129643269,24,"9,THAMES STREET,NY"
"8020",41684638,"DIRTY BIRD TO GO","MANHATTAN",155,"CHAMBERS STREET",10007,2129643284,24,"155,CHAMBERS STREET,NY"
"8021",41017547,"JEREMY'S ALE HOUSE","MANHATTAN",228,"FRONT STREET",10038,2129643537,24,"228,FRONT STREET,NY"
"8022",40994117,"OLIVA GOURMET / 225 BISTRO","MANHATTAN",225,"BROADWAY",10007,2129644496,35,"225,BROADWAY,NY"
"8023",41480432,"GINO'S PIZZA","MANHATTAN",81,"CATHERINE STREET",10038,2129644533,49,"81,CATHERINE STREET,NY"
"8024",50043510,"GOOD GOOD TASTE","MANHATTAN",13,"MARKET ST",10002,2129644888,12,"13,MARKET ST,NY"
"8025",41586226,"GOOD GOOD TASTE","MANHATTAN",13,"MARKET STREET",10002,2129644888,38,"13,MARKET STREET,NY"
"8026",40395023,"JING FONG RESTAURANT","MANHATTAN",20,"ELIZABETH STREET",10013,2129645256,31,"20,ELIZABETH STREET,NY"
"8027",50001241,"SHEEZAN RESTAURANT","MANHATTAN",183,"CHURCH STREET",10007,2129646259,32,"183,CHURCH STREET,NY"
"8028",50000484,"NEW SAM'S DELI","MANHATTAN",30,"MULBERRY STREET",10013,2129646418,18,"30,MULBERRY STREET,NY"
"8029",41406895,"SUN SAI GAI RESTAURANT","MANHATTAN",220,"CANAL STREET",10013,2129647256,61,"220,CANAL STREET,NY"
"8030",41433057,"SHUN WEI RESTAURANT","MANHATTAN",45,"CATHERINE STREET",10038,2129647590,29,"45,CATHERINE STREET,NY"
"8031",40365942,"HOP KEE RESTAURANT","MANHATTAN",21,"MOTT STREET",10013,2129648365,48,"21,MOTT STREET,NY"
"8032",40946406,"STARBUCKS","MANHATTAN",111,"WORTH STREET",10013,2129648846,9,"111,WORTH STREET,NY"
"8033",50001204,"MON CHER MARKET","MANHATTAN",339,"BROADWAY",10013,2129650007,27,"339,BROADWAY,NY"
"8034",50037137,"FUNNY BBQ","MANHATTAN",98,"BOWERY",10013,2129650076,7,"98,BOWERY,NY"
"8035",41532069,"RUBIROSA PIZZA & RISTORANTE","MANHATTAN",235,"MULBERRY STREET",10012,2129650500,36,"235,MULBERRY STREET,NY"
"8036",41659970,"QUEEN BAKERY II","MANHATTAN",139,"CENTRE STREET",10013,2129650788,18,"139,CENTRE STREET,NY"
"8037",50039988,"TATAKI SUSHI RESTAURANT","MANHATTAN",3,"LISPENARD ST",10013,2129650975,1,"3,LISPENARD ST,NY"
"8038",40547904,"BUONA NOTTE RISTORANTE","MANHATTAN",120,"MULBERRY STREET",10013,2129651111,18,"120,MULBERRY STREET,NY"
"8039",41213163,"PAESANO'S","MANHATTAN",136,"MULBERRY STREET",10013,2129651198,33,"136,MULBERRY STREET,NY"
"8040",50032584,"YAN KEE BEEF JERKY","MANHATTAN",44,"CANAL ST",10002,2129651206,1,"44,CANAL ST,NY"
"8041",41210614,"KARAHI INDIAN CUISINE","MANHATTAN",118,"CHRISTOPHER STREET",10014,2129651515,22,"118,CHRISTOPHER STREET,NY"
"8042",50041310,"INHABIT LOUNGE","MANHATTAN",39,"ELDRIDGE ST",10002,2129651588,6,"39,ELDRIDGE ST,NY"
"8043",41545194,"INHABIT","MANHATTAN",39,"ELDRIDGE STREET",10002,2129651588,14,"39,ELDRIDGE STREET,NY"
"8044",41009410,"M1-5","MANHATTAN",52,"WALKER STREET",10013,2129651701,31,"52,WALKER STREET,NY"
"8045",40572098,"THE SPRING LOUNGE","MANHATTAN",48,"SPRING STREET",10012,2129651774,14,"48,SPRING STREET,NY"
"8046",40805827,"LAHORE DELICATESSEN","MANHATTAN",132,"CROSBY STREET",10012,2129651777,27,"132,CROSBY STREET,NY"
"8047",40574872,"BALTHAZAR BAKERY","MANHATTAN",80,"SPRING STREET",10012,2129651785,8,"80,SPRING STREET,NY"
"8048",40574871,"BALTHAZAR RESTAURANT","MANHATTAN",80,"SPRING STREET",10012,2129651785,20,"80,SPRING STREET,NY"
"8049",50042780,"NEW HUA XIA SEAFOOD RESTAURANT","MANHATTAN",49,"DIVISION ST",10002,2129651926,6,"49,DIVISION ST,NY"
"8050",40513798,"SOHO GRAND HOTEL","MANHATTAN",310,"WEST BROADWAY",10013,2129653000,17,"310,WEST BROADWAY,NY"
"8051",41375457,"PHO GRAND","MANHATTAN",277,"GRAND STREET",10002,2129655365,30,"277,GRAND STREET,NY"
"8052",41553479,"XO RESTAURANT","MANHATTAN",148,"HESTER STREET",10013,2129658645,32,"148,HESTER STREET,NY"
"8053",41519961,"MORINI OSTERIA ROMAGNOLA","MANHATTAN",218,"LAFAYETTE STREET",10012,2129658777,11,"218,LAFAYETTE STREET,NY"
"8054",41698391,"COCOTTE","MANHATTAN",110,"THOMPSON STREET",10012,2129659100,9,"110,THOMPSON STREET,NY"
"8055",50039357,"PETITE COCOTTE","MANHATTAN",110,"THOMPSON ST",10012,2129659101,1,"110,THOMPSON ST,NY"
"8056",41185792,"MR. CHOW TRIBECCA","MANHATTAN",121,"HUDSON STREET",10013,2129659500,16,"121,HUDSON STREET,NY"
"8057",40723269,"PEASANT","MANHATTAN",194,"ELIZABETH STREET",10012,2129659511,37,"194,ELIZABETH STREET,NY"
"8058",50006411,"HAPPY FAMILY CAFE","MANHATTAN",4,"ALLEN ST",10002,2129659898,7,"4,ALLEN ST,NY"
"8059",41620482,"HOOMOOS ASLI","MANHATTAN",100,"KENMARE STREET",10012,2129660022,12,"100,KENMARE STREET,NY"
"8060",50001960,"TJ'S COFFEE WORLD","MANHATTAN",228,"CANAL ST",10013,2129660187,15,"228,CANAL ST,NY"
"8061",50042188,"SPRING NATRUAL","MANHATTAN",98,"KENMARE ST",10012,2129660290,1,"98,KENMARE ST,NY"
"8062",40383040,"SPRING ST. NATURAL RESTAURANT","MANHATTAN",62,"SPRING STREET",10012,2129660290,39,"62,SPRING STREET,NY"
"8063",41564700,"SARABETH'S","MANHATTAN",339,"GREENWICH STREET",10013,2129660421,13,"339,GREENWICH STREET,NY"
"8064",41680471,"LITTLE RASCAL","MANHATTAN",163,"ELIZABETH STREET",10012,2129660446,28,"163,ELIZABETH STREET,NY"
"8065",40727820,"HOUSING WORKS FOOD","MANHATTAN",126,"CROSBY STREET",10012,2129660466,14,"126,CROSBY STREET,NY"
"8066",41689018,"COCORON","MANHATTAN",37,"KENMARE STREET",10012,2129660800,29,"37,KENMARE STREET,NY"
"8067",41117553,"EPISTROPHY CAFE","MANHATTAN",200,"MOTT STREET",10012,2129660904,28,"200,MOTT STREET,NY"
"8068",50010969,"STARBUCKS","MANHATTAN",32,"AVE OF THE AMER",10013,2129660984,7,"32,AVE OF THE AMER,NY"
"8069",41612080,"THE GREY DOG MULBERRY","MANHATTAN",244,"MULBERRY STREET",10012,2129661060,10,"244,MULBERRY STREET,NY"
"8070",50015592,"TARO","MANHATTAN",72,"KENMARE ST",10012,2129661100,1,"72,KENMARE ST,NY"
"8071",41321686,"RED EGG","MANHATTAN",202,"CENTRE STREET",10013,2129661123,61,"202,CENTRE STREET,NY"
"8072",41395716,"EMPORIO","MANHATTAN",231,"MOTT STREET",10012,2129661234,20,"231,MOTT STREET,NY"
"8073",41660639,"CAFETAL SOCIAL CLUB","MANHATTAN",285,"MOTT STREET",10012,2129661259,29,"285,MOTT STREET,NY"
"8074",40365293,"ANGELO OF MULBERRY ST.","MANHATTAN",146,"MULBERRY STREET",10013,2129661277,19,"146,MULBERRY STREET,NY"
"8075",40386976,"LUPE'S EAST L.A. KITCHEN","MANHATTAN",110,"AVENUE OF THE AMERICAS",10013,2129661326,14,"110,AVENUE OF THE AMERICAS,NY"
"8076",41291292,"DUO TIAN BAKERY","MANHATTAN",118,"ELDRIDGE STREET",10002,2129661811,23,"118,ELDRIDGE STREET,NY"
"8077",41433964,"WILD GINGER VEGETARIAN KITCHEN","MANHATTAN",380,"BROOME STREET",10013,2129661883,29,"380,BROOME STREET,NY"
"8078",50002538,"MRS. CLAUS CAFE","MANHATTAN",133,"MULBERRY",10013,2129662046,11,"133,MULBERRY,NY"
"8079",41374711,"NEW TU DO RESTAURANT","MANHATTAN",102,"BOWERY",10013,2129662666,49,"102,BOWERY,NY"
"8080",41553082,"BERKLI PARC CAFE","MANHATTAN",61,"DELANCEY STREET",10002,2129662737,27,"61,DELANCEY STREET,NY"
"8081",41721252,"SANT AMBROEUS","MANHATTAN",265,"LAFAYETTE STREET",10012,2129662770,3,"265,LAFAYETTE STREET,NY"
"8082",41378736,"KANG KEE CHINESE RESTAURANT","MANHATTAN",124,"HESTER STREET",10002,2129662876,41,"124,HESTER STREET,NY"
"8083",41537020,"83 KIEN TUONG RESTAURANT","MANHATTAN",83,"CHRYSTIE STREET",10002,2129662878,24,"83,CHRYSTIE STREET,NY"
"8084",41406564,"KEN & COOK","MANHATTAN",19,"KENMARE STREET",10012,2129663058,61,"19,KENMARE STREET,NY"
"8085",41311555,"TRIBECA'S CORNERSTONE","MANHATTAN",327,"GREENWICH STREET",10013,2129663065,15,"327,GREENWICH STREET,NY"
"8086",50034851,"MAISON KAYSER BAKERY","MANHATTAN",355,"GREENWICH ST",10013,2129663200,10,"355,GREENWICH ST,NY"
"8087",41489173,"NEW GREAT BAKERY","MANHATTAN",303,"GRAND STREET",10002,2129663318,47,"303,GRAND STREET,NY"
"8088",50002780,"HOU YI HOT POT","MANHATTAN",92,"HESTER ST",10002,2129663420,29,"92,HESTER ST,NY"
"8089",40368752,"RAOULS","MANHATTAN",180,"PRINCE STREET",10012,2129663518,20,"180,PRINCE STREET,NY"
"8090",40424633,"MANNA HOUSE","MANHATTAN",125,"MOTT STREET",10013,2129663766,41,"125,MOTT STREET,NY"
"8091",40700664,"PHO BANG RESTAURANT","MANHATTAN",157,"MOTT STREET",10013,2129663797,89,"157,MOTT STREET,NY"
"8092",41599815,"MIKA JAPANESE CUISINE & BAR","MANHATTAN",150,"CENTRE STREET",10013,2129663838,43,"150,CENTRE STREET,NY"
"8093",41521827,"SHANGHAI CAFE DELUXE","MANHATTAN",100,"MOTT STREET",10013,2129663988,50,"100,MOTT STREET,NY"
"8094",50017060,"WONTON NOODLE GARDEN","MANHATTAN",56,"MOTT ST",10013,2129664033,13,"56,MOTT ST,NY"
"8095",41636395,"PRINCE ST PIZZA","MANHATTAN",27,"PRINCE STREET",10012,2129664100,24,"27,PRINCE STREET,NY"
"8096",40550666,"LITE DELIGHTS","MANHATTAN",51,"EAST HOUSTON STREET",10012,2129664471,47,"51,EAST HOUSTON STREET,NY"
"8097",40849849,"FAMOUS BEN'S PIZZA OF SOHO","MANHATTAN",177,"SPRING STREET",10012,2129664494,33,"177,SPRING STREET,NY"
"8098",40400366,"VIN ET FLEURS","MANHATTAN",69,"THOMPSON STREET",10012,2129665417,51,"69,THOMPSON STREET,NY"
"8099",40638792,"MERCER KITCHEN","MANHATTAN",99,"PRINCE STREET",10012,2129665454,19,"99,PRINCE STREET,NY"
"8100",40965133,"HO WON BAKE SHOPPE","MANHATTAN",146,"HESTER STREET",10013,2129665626,34,"146,HESTER STREET,NY"
"8101",41234126,"MAX RESTAURANT","MANHATTAN",181,"DUANE STREET",10013,2129665939,42,"181,DUANE STREET,NY"
"8102",41635072,"ORIGINAL PUGLIA RISTORANTE ITALIANO","MANHATTAN",189,"HESTER STREET",10013,2129666006,27,"189,HESTER STREET,NY"
"8103",50038923,"PIZZA BEACH","MANHATTAN",167,"ORCHARD ST",10002,2129666032,6,"167,ORCHARD ST,NY"
"8104",50016663,"PIZZA BEACH","MANHATTAN",1426,"3RD AVE",10028,2129666032,13,"1426,3RD AVE,NY"
"8105",40955456,"THE MERCER SUBMERCER","MANHATTAN",147,"MERCER STREET",10012,2129666060,1,"147,MERCER STREET,NY"
"8106",40991365,"NAM SON RESTAURANT","MANHATTAN",245,"GRAND STREET",10002,2129666507,25,"245,GRAND STREET,NY"
